name,rating,country,month_year,food_senti,service_senti,resta_senti,price_senti,room_senti,review_senti,subject_senti
Mox_Fulder,5,lincs uk,Apr-10,0,0,0,0,0,4,3
Christopher R,5,thailand,Apr-10,0,0,0,0,0,3,3
perryw,3,kent uk,Apr-10,0,0,0,0,-1,3,0
kenwade,4,teaneck,Apr-10,3,0,0,0,3,9,1
kaw118,5,united kingdom,Mar-10,0,0,0,0,0,6,1
Fleetcat,4,new mexico,Mar-10,3,0,0,0,0,8,2
swiftfrank,4,thailand,Mar-10,0,0,0,0,0,5,1
stank,4,darwin,Mar-10,0,2,0,0,3,6,2
f2s,4,ireland,Mar-10,0,2,0,0,1,5,2
tigerpaws,4,ca,Mar-10,0,0,0,0,2,9,3
Alex R,2,malaysia,Mar-10,0,0,0,0,0,7,1
VinceDarwin,5,northern ireland,Mar-10,0,0,0,0,0,7,-1
Piscesblue,5,australia,Mar-10,0,0,1,0,1,9,1
paso57,5,united kingdom,Mar-10,0,0,0,0,4,13,2
SSK77,5,france,Mar-10,0,0,0,0,5,13,3
clairemcf2000,5,new york,Mar-10,0,0,0,0,1,12,2
qartik,5,uk,Mar-10,3,0,0,0,3,8,1
bardswalk,5,london,Mar-10,0,0,0,0,2,12,1
beansandgert,5,australia,Mar-10,0,0,0,0,7,11,2
vacationtime2000,4,united kingdom,Mar-10,0,0,0,0,0,7,1
AJohnsonUk,5,uk,Feb-10,0,0,0,0,2,11,1
gordy123,5,new zealand,Feb-10,0,0,0,0,3,8,1
Inspector_to_be,5,united kingdom,Feb-10,0,0,0,0,5,13,0
kevinpng,5,united kingdom,Feb-10,0,0,0,0,4,13,0
bobandscilla,3,australia,Feb-10,0,0,0,0,3,4,1
ElderZimpok,5,thailand,Feb-10,0,0,0,0,0,11,3
janetea,5,finland,Feb-10,0,0,0,0,5,10,2
Trueam,5,kemer,Feb-10,0,0,0,1,2,5,1
jen8888,5,hereford uk,Feb-10,0,0,0,0,2,3,1
expat_sealover,4,québec,Feb-10,0,0,0,0,0,8,4
Timo R,5,hong kong,Feb-10,0,0,0,0,1,3,0
ozden,5,va,Feb-10,0,0,0,0,4,8,1
LezGoLezGo,4,australia,Feb-10,0,0,0,-1,0,2,-1
MichelAlbert,5,australia,Feb-10,3,0,0,0,0,11,2
KristyA,5,western australia,Feb-10,0,3,0,0,3,8,1
TravelerVA51,4,australia,Jan-10,0,0,0,0,1,5,1
elgor,4,australia,Jan-10,1,0,1,0,4,10,0
JenM72,4,nj,Jan-10,0,0,0,0,3,10,1
ScrappinPom,4,sydney,Jan-10,0,0,0,0,0,5,0
40ishcouple,4,nt,Jan-10,0,0,0,0,5,8,0
Ceadmill,5,southern england,Jan-10,0,0,0,0,1,13,1
oldchemprof,5,australia,Jan-10,2,0,0,2,3,11,1
cdv1,5,washington,Jan-10,0,0,0,0,2,2,1
loulang,4,hertfordshire,Jan-10,0,0,0,0,3,7,1
LizaC-Medlar,3,england,Jan-10,1,0,1,0,1,5,3
leatours,5,spain,Jan-10,0,0,0,0,0,5,0
Swimmy128,3,sussex,Jan-10,0,-1,0,0,0,6,0
onebadhatharry1,4,singapore,Jan-10,0,0,0,0,0,4,0
Peter D,4,cork,Jan-10,0,0,0,0,4,10,1
IndyES,5,australia,Jan-10,0,0,0,0,6,8,1
simonSussex,5,california,Dec-09,0,0,0,0,1,7,1
Joe_Fong,4,london,Dec-09,0,0,0,0,2,6,0
seadragonking,4,indonesia,Dec-09,0,0,0,0,3,13,2
Laine23,2,asia,Dec-09,0,0,0,0,0,9,3
georgieasnick,4,bangkok,Dec-09,0,0,0,0,0,10,1
ccdrom,4,london,Dec-09,0,0,0,0,0,8,1
Bori0007,4,uk,Dec-09,0,0,0,0,2,6,2
sweet_mermaid,3,arizona,Dec-09,0,0,0,0,0,4,-1
nimy,2,bowen island bc,Dec-09,0,0,0,4,4,10,0
drsgbaker,3,united kingdom,Dec-09,0,0,0,0,0,1,1
Lotse,3,stockbridge,Dec-09,0,0,0,0,3,7,0
IntlSalesGuy,5,australia,Dec-09,0,0,0,0,1,8,1
TA1000,5,uk,Nov-09,2,0,2,0,0,3,1
squirrel2203,4,australia,Nov-09,0,0,0,0,4,9,2
tmlemberg,5,australia,Nov-09,0,0,0,0,2,6,2
FrequentFrier,1,australia,Nov-09,0,0,0,0,0,5,1
JackNicklaus,5,texas,Nov-09,0,0,0,0,2,10,1
peripatetic_aust,4,wi,Nov-09,0,0,0,0,0,5,0
CT_travelling_around,5,atlanta,Nov-09,0,0,0,0,1,7,1
Pumperman,5,australia,Nov-09,1,0,0,0,1,5,1
nvivekshankar,4,united kingdom,Nov-09,0,0,0,0,0,5,1
Business_Asia,5,oz,Nov-09,0,0,0,0,2,8,-1
Dogma,5,wisconsin,Nov-09,3,0,0,0,4,11,3
WizardOfAuz,5,england,Nov-09,0,0,0,0,0,10,4
kozzie_Lumps,4,australia,Nov-09,0,0,0,0,2,3,2
oftentraveller45,5,perth,Nov-09,4,0,0,0,0,13,1
mdns,4,d.c.,Oct-09,0,0,0,0,3,7,2
DanAirUK,5,australia,Oct-09,0,3,0,0,4,8,1
RandR47,5,australia,Oct-09,0,0,0,0,3,5,6
FreqTraveller09,5,gold coast. australia,Oct-09,0,0,0,0,0,2,8
Lenzatti,4,ca,Oct-09,0,0,0,0,0,7,2
megjo,5,uk,Oct-09,0,0,0,3,0,11,1
Larryaustralia,5,null,Oct-09,0,0,0,0,0,3,0
easingup,5,leicester england,Oct-09,0,0,0,0,5,8,1
happydance2000,5,london,Oct-09,0,0,0,0,1,8,2
Pro-Flyer,5,northern territory,Oct-09,0,0,0,0,0,3,1
daisycutter,5,uk,Oct-09,0,0,0,0,3,8,0
keefw,5,united kingdom,Sep-09,0,0,0,1,0,4,1
LondonCake,5,louisiana,Sep-09,0,0,0,0,0,8,2
Casi0,5,sydney,Sep-09,0,0,0,0,8,16,4
Roggg,5,california,Sep-09,0,0,0,0,0,7,4
Dumbeldore,5,united kingdom,Sep-09,0,0,0,0,0,5,1
EfficientTraveler,4,england,Sep-09,0,0,0,-1,2,8,2
Lana M,5,united kingdom,Sep-09,0,0,0,0,0,11,1
kingsroadgal,5,dewsbury,Sep-09,0,0,0,0,5,10,2
Stecaz09,5,united kingdom,Sep-09,0,0,5,0,5,6,1
Adele66,4,egypt,Sep-09,0,0,0,0,2,6,1
daisythecat,5,bristol england,Sep-09,0,0,0,0,1,6,1
stu.bec,1,australia,Aug-09,0,0,0,0,1,6,1
Binman62,5,united kingdom,Aug-09,5,0,0,0,5,9,2
fanUae,5,melbourne,Aug-09,0,0,0,0,2,6,1
Neats1269,5,australia,Aug-09,0,0,0,0,1,11,1
Chesty1,5,tokelau,Aug-09,0,0,0,0,3,3,4
andricScotland,3,washington dc,Aug-09,3,0,0,0,2,9,1
WannaFlyJ,5,london,Aug-09,0,0,0,0,3,8,1
MickiAustralia,4,singapore,Aug-09,2,0,0,0,0,6,2
Balustroid,3,ireland,Aug-09,0,0,0,0,3,8,1
DRMBinDC,5,melbourne,Aug-09,0,2,0,0,4,12,3
StevensonLondon,1,australia,Aug-09,0,0,0,0,0,8,2
ro4ch,4,brussels,Aug-09,0,3,0,0,2,11,1
Flyers007Dublin,5,singapore,Aug-09,0,0,0,0,0,5,3
Aussie_Traveller_AU,5,australia,Aug-09,5,0,5,0,0,8,0
young_dazza,5,sg,Aug-09,0,0,0,0,2,12,1
chawkok,3,australia,Jul-09,0,0,0,0,1,2,3
TCritic,3,north carolina,Jul-09,0,0,0,0,0,5,0
ShaneandRose,5,tx,Jul-09,1,0,0,0,0,12,1
Eeks_n_Buns,4,australia,Jul-09,0,0,0,0,4,11,5
TurboN,5,london,Jul-09,4,0,0,0,5,16,3
runhappy,5,australia,Jul-09,0,0,0,0,0,5,3
PigAdvisor,5,vietnam,Jul-09,0,0,0,0,4,7,3
Haggis45,4,houston,Jul-09,2,0,0,0,2,7,2
paulrc,5,united kingdom,Jul-09,0,0,0,0,6,9,1
luxury-lizard,4,hawaii,Jul-09,1,0,0,0,2,12,1
NguyenHa,4,london,Jul-09,0,0,0,0,0,7,1
janannk,5,australia,Jul-09,0,0,0,0,1,11,2
Londonexile,5,everywhere,Jul-09,0,0,0,0,2,7,1
HawaiiHolly,5,bangalore,Jul-09,0,0,0,0,0,4,2
sean22,5,colorado,Jun-09,0,0,0,0,0,9,2
maymay777,3,india,Jun-09,0,0,0,0,0,3,1
Bonedigger,3,amsterdam,Jun-09,0,0,0,0,1,11,0
indie111,4,australia,Jun-09,0,0,0,0,2,7,1
Eulan,5,australia,Jun-09,0,0,0,0,4,14,2
Uppu,4,san juan,Jun-09,0,5,0,0,5,10,1
ny501,4,uk,Jun-09,0,0,0,0,0,5,0
traveloso,5,vienna,Jun-09,0,4,0,0,4,6,2
NeilInOz51,5,fiji,Jun-09,0,0,0,0,0,10,2
Robbie_Francisco,4,,Jun-09,0,3,0,0,8,11,0
GrantCMiddlesex_UK,5,london,Jun-09,0,0,0,0,0,4,2
luru,5,new york,May-09,0,0,0,0,5,8,2
ontheroad2009,5,colombia,May-09,0,0,0,0,0,6,1
flo136,4,ny,May-09,0,0,0,0,0,7,2
Robert B,5,melbourne,May-09,0,0,0,0,4,13,1
MandMLondon_NewYork,5,nataliemiddleton,May-09,0,0,1,0,4,11,2
PhileasFoggontour,5,washington,May-09,-2,0,0,0,5,5,1
jadouglas,5,singapore,May-09,0,0,0,6,6,6,1
wisend-traveller,5,australia,May-09,2,3,0,2,0,11,3
nataliemiddleton,5,australia,May-09,0,3,3,0,0,6,1
alice063,5,alice springs,May-09,0,2,0,0,3,13,0
sillypie,5,asia,May-09,0,0,0,0,2,7,4
kate0680,5,luxembourg,Apr-09,0,0,0,0,0,7,1
CarpeDiemMelbourne,5,ireland,Apr-09,0,0,0,0,0,2,0
Rainbowsalwaysrule!!,5,south africa,Apr-09,0,0,0,0,4,9,2
pixiejade,1,uk,Apr-09,0,0,0,0,2,5,-1
brunsky,5,null,Apr-09,4,2,0,0,4,9,0
BertieBaron,5,colorado,Apr-09,0,0,0,0,1,7,0
libica,5,jakarta,Apr-09,3,0,0,0,0,6,2
UKBuzTravel,5,singapore,Apr-09,0,0,0,3,0,10,1
TheTravellingGourmet,5,perth,Apr-09,0,0,0,0,3,9,1
Sassypants01,4,london,Apr-09,0,0,0,0,0,10,1
BENLEE123,3,finland,Apr-09,0,0,0,0,0,4,0
mum2004,5,england,Apr-09,0,0,0,2,2,1,2
warnerbros,5,australia,Apr-09,0,0,0,0,0,5,1
OrientLondon,4,dallas,Mar-09,2,2,0,0,3,8,2
Madam888,3,u.k.,Mar-09,0,3,0,0,3,11,0
Sedgley,5,malaysia,Mar-09,1,0,0,0,0,2,0
pennywilliams,5,gangav,Mar-09,0,0,0,0,0,1,1
wylie31,5,australia,Mar-09,0,0,0,1,0,4,0
Teddy12,5,australia,Mar-09,0,0,0,0,4,8,3
JulesB66,5,united kingdom,Mar-09,0,3,0,0,6,17,2
gangav,5,texas,Mar-09,0,0,0,0,2,8,1
aussie_h,5,united kingdom,Mar-09,0,0,0,0,3,9,3
MaxwellSmart86,5,canberra,Mar-09,0,0,0,0,4,10,3
MarkfromBath,5,united kingdom,Mar-09,0,0,0,0,0,6,1
DrMikeHoustonTexas,5,zurich,Mar-09,0,0,0,0,4,5,1
The_Ginch,4,germany,Feb-09,0,0,0,0,0,1,1
cb0693,5,singapore,Feb-09,0,3,2,0,0,11,1
debstarlight,4,indonesia,Feb-09,0,2,0,0,0,7,1
GiuAdir,5,sweden,Feb-09,0,0,0,0,2,3,2
Brian72,4,china,Feb-09,0,6,0,0,10,14,2
explorer89,5,china,Feb-09,0,1,1,0,2,4,2
W13,2,uk,Feb-09,0,0,0,0,0,3,5
bjornstrom,5,united arab emirates,Feb-09,0,0,0,0,0,4,1
bpdogs,5,japan,Feb-09,0,0,0,0,1,8,2
Tonya1,4,new york city,Feb-09,2,0,0,0,3,10,0
WorldTravellerfromGB,5,san diego,Jan-09,0,0,0,0,0,3,2
DXBDOC,5,london,Jan-09,0,0,0,0,0,8,1
phficama,5,united kingdom,Jan-09,0,0,0,0,1,4,3
Trishatur,5,switzerland,Jan-09,0,0,0,0,0,14,1
amarion,5,wisconsin,Jan-09,0,0,0,0,6,13,-1
luvstravelLondon,4,western australia,Jan-09,0,0,0,0,4,9,0
Garden3,5,brisbane,Jan-09,0,0,0,0,3,8,1
bojomania,4,malaysia,Jan-09,0,5,0,0,2,8,1
PatWisconsin,4,texas,Jan-09,0,0,0,0,3,8,2
tranzactnow,5,melbourne,Jan-09,0,0,0,0,5,10,1
ClassyLad,5,italy,Jan-09,0,0,0,0,0,6,1
davidhii,4,nj,Jan-09,1,0,0,0,3,6,1
humpert,5,amidgett,Jan-09,0,0,0,0,0,5,1
drif99,5,glos,Jan-09,0,0,0,0,0,4,1
shoalebay,4,adelaide,Jan-09,0,0,0,0,3,5,1
Loonbeam,5,london uk,Dec-08,0,0,0,0,0,19,2
amidgett,5,united kingdom,Dec-08,0,2,0,0,2,13,1
baileysserpant,5,uk,Nov-08,0,0,0,0,1,6,1
horhay,4,bristol,Nov-08,0,0,0,0,0,6,1
Happytiler,5,australia,Nov-08,2,0,0,0,2,9,1
neveratrest,5,united states,Nov-08,0,0,0,2,0,6,1
Philip2156,1,london,Nov-08,0,0,0,0,2,8,-1
Wilts_Bristol,5,london,Oct-08,0,7,0,0,0,6,2
SydneyKeen_Traveller,5,florida,Oct-08,0,0,0,0,0,6,1
angelwind,1,london,Oct-08,0,1,0,0,-3,5,0
windowaisle,2,caulfield,Oct-08,0,0,5,0,5,8,1
TravellingwithMia,5,malaysia,Oct-08,0,0,0,0,0,0,2
amlunchlady,5,melbourne,Oct-08,0,0,0,0,0,0,2
visitor0701,3,sydney,Oct-08,0,0,0,0,0,0,0
drpain2,5,se asia,Sep-08,0,0,0,0,0,0,2
wallydragon,5,australia,Sep-08,0,0,0,0,0,0,0
gibbo18,5,canada,Sep-08,0,0,0,0,0,0,0
liveforever,5,new zealand,Sep-08,0,0,0,0,0,0,1
mesquite69,5,iceland,Aug-08,0,0,0,0,0,0,0
Iluvtheoutdawz,4,iowa,Aug-08,0,0,0,0,0,0,2
Marc M,4,solomon islands,Aug-08,0,0,0,0,4,10,1
SteveAucklandNZ,4,london uk,Aug-08,0,3,0,0,2,10,0
lisa026,5,atlanta,Jul-08,0,0,0,0,0,3,1
Iowa_Jim,4,new mexico,Jul-08,0,0,0,0,1,10,2
TravellinAfrican,2,australia,Jul-08,0,0,0,0,4,11,0
devineelle,5,texas,Jul-08,0,0,0,0,0,5,1
L0ve2Travel2008,5,null,Jun-08,0,3,0,0,3,5,2
Dan A,1,null,Jun-08,0,8,0,0,0,13,1
ExtremeJ,5,null,Jun-08,0,0,0,0,3,12,0
chickenlizared,4,null,Jun-08,0,0,1,0,0,10,2
