name,rating,country,month_year,food_senti,service_senti,resta_senti,price_senti,room_senti,review_senti,subject_senti
Martin109,4,california,Feb-13,0,0,0,0,1,5,2
blacksteve_1950,5,null,Feb-13,0,0,0,0,3,9,1
_Betty_Sue_1108,3,singapore,Feb-13,0,1,0,0,4,9,2
NSNMURTY,2,london,Feb-13,0,0,0,0,1,6,3
DonFTL,5,district of columbia,Feb-13,0,0,0,0,0,4,1
TravellinMumBerry,5,biggleswade,Feb-13,0,0,0,0,4,9,5
CelestialStar12,4,arizona,Feb-13,0,0,0,0,2,8,1
beakytraveller,2,arizona,Feb-13,3,0,0,0,3,9,0
Jay K,4,vietnam,Feb-13,0,0,0,0,1,7,0
planewatch,5,null,Feb-13,0,0,0,0,3,3,1
BAZ6565,5,australia,Feb-13,3,0,4,0,3,13,1
Verdetraveler,5,melbourne,Feb-13,0,0,0,0,2,10,0
karen m,5,sc,Feb-13,0,8,0,0,0,11,0
Sue S,5,district of columbia,Feb-13,0,0,0,0,3,10,4
bronjen,5,null,Feb-13,0,0,0,0,0,7,0
Leo_Melbourne,5,null,Feb-13,0,0,0,0,2,6,1
liveoak33,4,,Feb-13,0,0,0,0,0,8,1
Sebastian S,5,france,Feb-13,0,0,0,0,1,1,1
Kristin R,5,australia,Feb-13,0,0,0,0,0,8,3
Tyson S,5,hcmc,Feb-13,0,0,6,0,6,9,3
DaveB100,5,australia,Feb-13,0,5,0,0,4,7,1
KraftMan,4,null,Feb-13,0,0,0,0,3,5,0
RAHilton,4,texas,Feb-13,1,0,0,1,4,10,1
vnvet,5,sp,Feb-13,1,0,0,2,3,8,2
mike s,5,maine,Feb-13,0,0,0,0,2,4,-1
David A,1,saudi arabia,Feb-13,0,0,0,0,0,2,1
DFWgal,5,china,Feb-13,0,0,0,0,0,7,1
MarcioRosa,4,texas,Feb-13,0,0,0,0,2,6,2
BauerDeutsch,5,united kingdom,Feb-13,0,0,0,0,1,11,1
AboFaisal,5,australia,Feb-13,2,0,0,0,2,11,1
Poliwhirl,4,michigan,Feb-13,0,0,0,0,3,17,0
moobaby214,3,switzerland,Feb-13,0,0,0,0,-2,2,1
Capability_Brown,5,minnesota,Feb-13,7,0,0,0,7,11,0
Kirsten6,5,on the move,Jan-13,0,0,0,0,4,8,1
ellencarroll27,4,nelson nz,Jan-13,0,0,0,0,1,5,2
Lim L,4,sydney traveller,Jan-13,0,0,0,0,0,-1,1
Nicola61Ita,5,united kingdom,Jan-13,0,0,3,1,3,6,0
digger2,3,south australia,Jan-13,0,0,0,2,1,4,0
sherwick,5,london,Jan-13,1,0,0,0,2,9,1
nathanwaks,4,australia,Jan-13,0,0,0,0,0,1,1
JamesOwen,4,hessen,Jan-13,3,0,0,0,6,7,1
Bec H,4,australia,Jan-13,0,3,0,0,4,10,1
LozzaWorley,4,australia,Jan-13,0,0,0,0,1,9,1
aussielovesaholiday,5,united kingdom,Jan-13,0,0,0,0,2,4,1
Andreas D,4,australia,Jan-13,0,3,0,0,2,15,1
Theresa D,5,florida,Jan-13,0,0,0,0,4,14,2
MikeandAli,5,finland,Jan-13,0,0,0,0,2,6,1
Ron B,5,united kingdom,Jan-13,0,4,0,0,0,8,2
kenp69,3,district of columbia,Jan-13,0,0,0,0,3,7,1
alkonost45,5,null,Jan-13,0,0,0,0,0,8,1
Travelling_My,5,australia,Jan-13,0,0,0,0,3,9,1
RuthAbingdon,5,melbourne australia,Jan-13,0,0,0,0,2,8,1
Shenand0ah,5,new jersey,Jan-13,0,0,0,0,2,7,3
Narayanisms,4,newcastle nsw,Jan-13,0,0,0,0,2,3,1
umfan87,4,null,Jan-13,2,0,0,0,2,9,0
Xplorer1Melbourne,1,spain,Jan-13,0,3,0,0,0,7,1
suzzie71,5,india,Jan-13,0,0,2,0,2,12,0
Ron B,4,australia,Jan-13,3,0,0,0,1,8,1
Dalytravellor,4,australia,Jan-13,2,0,0,0,1,5,1
Ludwig70,5,singapore,Jan-13,0,0,0,0,2,5,1
Pratish M,3,null,Jan-13,0,0,0,0,0,7,0
SandyCaroline,2,india,Jan-13,0,0,0,0,0,-1,-1
garyjourn,4,california,Jan-13,0,0,0,0,0,6,1
j_herliani,3,norway,Jan-13,0,0,0,0,0,4,1
MS3112,5,california,Jan-13,0,0,0,0,2,10,1
Vasudnd,2,oz,Jan-13,-1,0,0,0,0,4,-1
SDBusinessLawyer,5,united kingdom,Jan-13,5,5,0,0,0,10,1
BjornT,5,null,Jan-13,4,0,0,0,4,8,1
mayalavender,4,sydney,Jan-13,0,0,0,0,2,9,0
oftentraveller45,5,new zealand,Jan-13,0,0,0,0,2,8,1
yladtap,5,united kingdom,Jan-13,0,0,0,0,3,8,0
David D,5,australia,Jan-13,4,0,0,0,0,12,1
SydneyGlobalShopper,5,australia,Jan-13,0,0,0,0,4,12,3
XmasKid,4,malaysia,Jan-13,0,0,0,0,2,5,0
Mark-and-Sue-Sussex,5,singapore,Jan-13,0,0,0,4,3,12,1
CQflyer78,5,texas,Jan-13,0,4,0,0,0,10,4
BJ216,5,australia,Jan-13,0,0,0,0,0,6,1
Vignesh215,4,australia,Jan-13,0,0,0,0,1,4,2
cliffnmontgomery,3,queensland,Jan-13,0,0,0,3,0,8,1
akbarb1,4,null,Jan-13,0,0,0,0,0,5,1
jeremyshearmur,5,united kingdom,Jan-13,0,0,0,0,0,6,1
Kitkat071,5,illinois,Jan-13,0,0,0,0,0,3,2
Georgie H,5,philippines,Jan-13,0,0,0,0,0,8,3
sonnych j,4,france,Jan-13,0,0,0,0,3,7,1
mikec6mjc,4,south australia,Jan-13,0,0,2,0,0,4,0
LotusExplorerTravel,5,texas,Jan-13,0,0,0,0,1,4,2
Dom094,4,australia,Jan-13,0,0,0,0,4,7,1
JMfromTO,5,japan,Jan-13,0,3,0,0,6,9,4
Andrew R,4,sydney,Jan-13,0,0,0,2,0,5,1
TarTraveler,5,italy,Jan-13,0,0,0,0,0,4,1
Glen D,4,chicago,Jan-13,0,0,3,0,3,9,0
Mamanabee,3,australia,Jan-13,0,0,0,0,0,4,0
cjfisher61,4,-,Jan-13,0,0,0,0,2,1,1
lovetoeattravel2012,4,australia,Dec-12,3,0,0,3,4,7,0
afineguy,4,sydney,Dec-12,0,0,0,0,1,17,1
Katrina70,4,alabama,Dec-12,0,0,0,0,0,8,0
mnp96,3,singapore,Dec-12,0,0,0,0,2,6,1
Schlepper1939,5,selangor,Dec-12,0,0,0,0,5,8,1
AlterK,4,florida,Dec-12,0,1,1,0,2,9,1
Mark N,3,new zealand,Dec-12,0,0,0,0,4,9,0
ginaccw,4,null,Dec-12,0,0,0,0,0,5,2
pr0phet1,1,norway,Dec-12,0,0,0,0,0,5,-1
juliette1953,4,houston,Dec-12,1,1,0,0,2,9,0
#NAME?,4,scotland,Dec-12,2,0,0,0,3,8,2
Lucy N,5,adelaide,Dec-12,0,0,0,0,4,9,3
tipu01,4,singapore,Dec-12,0,0,0,4,4,6,1
HoustonBaze,3,australia,Dec-12,0,0,0,0,0,5,1
rgscotland,4,switzerland,Dec-12,0,2,0,0,1,4,1
seeyalaterAdelaide,5,germany,Dec-12,0,0,0,0,0,2,1
layda7,4,liverpool uk,Dec-12,1,1,0,0,1,9,1
BobEvans25,4,australia,Dec-12,0,0,0,0,0,5,0
SwissWineTours,5,india,Dec-12,0,0,1,0,2,7,1
Eurasian68,5,nottingham,Dec-12,0,0,0,2,2,6,1
Lucychops,5,auckland,Dec-12,0,0,2,0,6,8,1
cougar_df,4,united kingdom,Dec-12,0,0,0,0,0,3,1
vijay7378,4,singapore,Dec-12,2,1,0,0,2,2,0
baroda2borneo,3,sc,Dec-12,0,1,0,0,1,5,0
Ricc0,5,australia,Dec-12,0,0,0,0,0,6,1
SaffySmurf,5,australia,Dec-12,0,0,0,0,0,5,2
qwe123,5,australia,Dec-12,2,0,0,0,0,10,1
majones7,5,china,Dec-12,0,0,0,1,0,10,2
YEGA M,5,australia,Dec-12,0,1,0,0,0,4,0
pommie01,5,australia,Dec-12,-1,1,-1,0,2,5,2
laurence_baillie,5,louisiana,Dec-12,0,0,0,0,0,6,0
Exline,3,brisbane,Dec-12,0,0,0,0,3,10,0
Tracy J,4,queensland,Dec-12,0,0,0,0,1,4,0
AussieWestCoasters,3,australia,Dec-12,0,1,0,0,0,8,-1
AssimilatedCajun,3,united kingdom,Dec-12,0,0,0,3,3,5,1
Trekabout,5,graz,Dec-12,0,0,1,0,3,12,1
marshmallowfeathers,5,united kingdom,Dec-12,0,0,0,0,0,3,0
PandanBear,5,klagenfurt,Dec-12,0,0,0,0,3,6,1
supermac61,5,china,Dec-12,0,0,0,0,3,8,0
Mario060,4,great bardfield,Nov-12,0,0,0,0,0,5,0
Alexandra R,4,burpengary,Nov-12,1,0,0,4,0,5,1
smiley7979,4,malaysia,Nov-12,0,0,0,0,3,5,1
Uffizi930,4,laois,Nov-12,0,0,0,0,0,5,0
wfleischmann,5,sydney,Nov-12,0,0,0,0,0,6,1
Annie_bogan,5,east kent,Nov-12,0,0,0,0,0,-1,0
Daniel K,4,australia,Nov-12,3,1,0,0,0,8,-1
T-bert,5,missouri,Nov-12,4,0,4,0,0,14,2
Swagfella,5,cambodia,Nov-12,0,0,0,0,0,8,0
nickpanda,5,sedona,Nov-12,0,0,0,0,0,3,0
travelbug_travelbug,5,null,Nov-12,0,0,0,0,2,12,1
bettibMissouri,5,california,Nov-12,0,0,0,0,4,13,0
Gabby_travelbug,5,australia,Nov-12,2,0,2,0,3,9,0
Victoria A,4,null,Nov-12,0,0,1,1,1,5,0
ACS416,3,australia,Nov-12,0,0,0,1,0,3,0
A L,5,jakarta,Nov-12,0,0,0,1,3,9,1
Lovetotravel19671970,1,houston,Nov-12,0,0,0,0,2,4,-1
Jmor2005,5,london,Nov-12,0,0,0,0,1,6,1
Richard H,5,denmark,Nov-12,2,0,0,0,4,9,1
OliK75,4,pennsylvania,Nov-12,0,0,0,0,0,2,1
DanielWeiHo,4,california,Nov-12,0,0,0,0,0,7,1
shp73,4,queensland,Nov-12,0,0,5,0,5,11,0
CPHBear,4,virginia,Nov-12,0,0,0,0,0,6,0
george g,3,sydney,Nov-12,0,6,0,0,0,10,0
KiloTango,5,wilts.,Nov-12,0,0,0,0,0,2,1
brisfamilyholiday,5,new york,Nov-12,0,0,0,0,0,3,2
LauraB3773,4,australia,Nov-12,0,0,0,0,0,10,1
NIFT,5,texas,Nov-12,0,0,0,0,4,11,1
melbermar,4,china,Nov-12,0,0,0,0,2,10,1
lizzimacc,5,perth,Nov-12,0,0,0,0,0,6,1
Steph L,5,victoria,Nov-12,0,1,0,0,0,11,3
JotaJota56,2,new zealand,Nov-12,0,0,0,0,1,5,0
RDAM_11,4,illinois,Nov-12,0,0,0,0,0,11,1
glaushouse,3,canada,Nov-12,0,0,1,0,3,13,0
Susan C,5,london,Nov-12,0,0,0,0,5,11,2
William W,4,australia,Nov-12,0,0,0,0,1,4,3
81globetrotter81,3,australia,Nov-12,0,0,0,0,0,6,0
DayungBidayuh,5,adelaide,Nov-12,0,0,0,0,0,12,2
PARG,5,england,Nov-12,0,0,0,0,0,3,1
mystic18,5,australia,Nov-12,0,0,0,0,-1,8,2
Mick35,4,australia,Nov-12,0,0,0,0,0,9,3
gypsygirl_8,4,united arab emirates,Nov-12,0,0,0,0,0,5,1
Foo66,4,australia,Oct-12,0,0,0,0,4,6,1
Cameron0128,5,ny,Oct-12,0,0,0,0,0,7,1
Ashbron,5,victoria,Oct-12,0,0,0,2,3,13,1
MzNomad,5,australia,Oct-12,2,3,0,0,3,8,1
Kylie S,4,australia,Oct-12,0,0,0,0,0,4,1
robin050,5,singapore,Oct-12,0,0,0,0,1,7,2
Alex V,4,australia,Oct-12,0,0,0,0,2,10,1
Alger73,4,darwin,Oct-12,0,4,0,0,4,9,2
Dogosaur_X,5,brisbane australia,Oct-12,0,0,0,-1,1,9,1
jimmy m m,5,canberra - australia,Oct-12,0,0,0,0,2,11,1
Sam_Bris-Vegas,5,singapore,Oct-12,0,0,0,0,1,15,2
sam63,5,shropshire,Oct-12,0,0,0,0,2,9,1
FreqFly,4,stoney creek,Oct-12,0,0,0,2,2,7,1
steve_fossil,5,australia,Oct-12,0,0,1,0,5,7,0
_giN_SG,4,jef-ind,Oct-12,0,0,0,0,0,3,0
Ashley J,4,sydney,Oct-12,0,0,0,0,0,5,1
Alessia88,5,california,Oct-12,0,0,0,0,0,7,2
DavidS255060,4,australia,Oct-12,0,0,0,2,4,9,2
jef-ind,4,mermaid waters,Oct-12,0,2,1,0,4,9,1
jet_set_girl_sydney,4,london u.k,Oct-12,0,2,0,0,1,17,10
GinJose,4,australia,Oct-12,0,0,0,0,5,12,3
ggb88,4,canberra,Oct-12,0,1,0,2,0,6,0
Margaret V,5,australia,Oct-12,0,0,0,0,3,14,2
MauraLondonU_K,5,united kingdom,Oct-12,0,0,0,0,6,10,1
HappyTravelsQld,4,australia,Oct-12,2,0,0,0,3,7,3
Kezzalin,5,australia,Oct-12,0,0,0,0,4,8,-1
adfrancis,5,texas,Sep-12,0,0,0,0,0,5,1
Lozeves,5,virginia,Sep-12,2,0,0,2,4,10,1
Pookie2199,4,australia,Sep-12,0,0,0,0,0,2,1
jc0691,5,mississauga,Sep-12,0,0,0,0,5,9,3
ellissea,4,australia,Sep-12,1,2,0,1,2,8,0
w0rldtr4veler,4,united arab emirates,Sep-12,0,0,0,0,0,4,1
Hulya A,5,australia,Sep-12,0,0,0,0,8,10,2
Hikescdnrckys,5,japan,Sep-12,0,0,0,0,5,7,2
Tony P,5,cheshire,Sep-12,0,3,0,0,3,13,1
adicae,4,australia,Sep-12,0,0,0,0,0,6,1
mkchak,5,australia,Sep-12,0,0,3,0,2,10,1
SNL_in_Tokyo,3,new zealand,Sep-12,0,0,0,0,0,4,1
mossycheshire,4,maryland,Sep-12,0,0,0,0,5,6,0
Jen111753,5,oz,Sep-12,0,3,0,0,0,7,1
Sharon0810,5,new zealand,Sep-12,2,0,0,0,0,4,0
peninaanddave,5,brisbane,Sep-12,0,0,0,0,4,10,1
Clairedog,4,singapore,Sep-12,0,-1,0,0,0,9,1
oftentraveller45,4,canada,Sep-12,0,0,0,0,1,7,2
tomHD,4,australia,Sep-12,0,0,0,0,0,7,0
bnecpl,5,null,Sep-12,3,0,3,0,4,16,1
RSDhar,4,ireland,Sep-12,0,0,0,0,4,11,2
Michelle808,5,perth,Sep-12,2,0,0,0,5,12,1
James42_10,4,brisbane,Sep-12,0,0,0,0,6,10,2
Weeseywoo,4,croatia,Sep-12,0,0,0,0,0,9,2
50nightsperyr,4,australia,Sep-12,0,0,0,0,0,6,2
calatrava,4,null,Sep-12,0,0,0,0,0,3,1
Anthony A,4,uae,Sep-12,6,0,0,0,6,7,1
pipopiro,5,france,Sep-12,0,0,0,0,5,10,0
13Hawkeye,5,malaysia,Sep-12,0,0,0,0,3,7,0
pvrrp,1,malaysia,Sep-12,0,0,0,0,0,4,0
Hussamuae,5,australia,Sep-12,0,0,0,0,3,7,1
lemanieg,5,ireland,Aug-12,0,0,0,1,0,6,2
sfy8,5,singapore,Aug-12,0,0,0,0,1,6,1
BLINXS,5,australia,Aug-12,0,0,0,0,7,8,1
zzdianne,4,australia,Aug-12,0,0,0,0,0,6,1
paul026,5,melbourne,Aug-12,0,0,0,0,3,11,4
majulahsingapura,5,argentina,Aug-12,0,0,0,0,3,7,1
Sairaih,5,singapore,Aug-12,5,2,0,0,1,11,1
KristyFin,4,croatia,Aug-12,0,0,0,0,3,10,7
afxdes,3,toronto,Aug-12,0,0,0,0,0,6,1
salsasuave,4,united kingdom,Aug-12,0,0,-1,0,0,6,1
StephSeow,3,palmerston north,Aug-12,0,0,0,0,3,6,0
openseas,5,australia,Aug-12,0,1,0,1,1,7,1
YYZAC,5,malaysia,Aug-12,0,0,0,0,0,5,2
Alex168,4,australia,Aug-12,0,0,0,0,0,9,1
Nyonya28,4,australia,Aug-12,1,0,0,0,0,2,1
Linda W,5,italy,Aug-12,0,0,0,0,0,6,1
Vignesh215,4,hawaii,Aug-12,0,0,0,0,2,5,1
Dreamsong,5,brisbane australia,Aug-12,3,0,0,0,4,10,1
Jase W,5,canada,Aug-12,0,0,0,0,0,10,1
zazzo67,4,singapore,Aug-12,0,0,-1,0,3,11,1
malakialj,3,australia,Aug-12,0,0,0,2,0,4,0
Vanessa099,5,london,Aug-12,0,0,0,0,3,16,1
Blurgeshmurg,5,germany,Aug-12,0,3,0,0,3,10,4
55234724surf,5,boulder,Aug-12,0,0,0,0,0,9,1
Wheels76,5,maryland,Aug-12,0,0,0,0,0,6,1
Travellingmookshow,4,singapore,Aug-12,0,0,0,0,2,5,1
Tokyowife,5,null,Aug-12,0,0,0,0,3,8,1
Monty1424,2,null,Aug-12,0,0,0,0,0,4,0
Sasha122156,5,phillippines,Aug-12,3,0,0,0,6,16,1
BorjesFamily,5,canada,Aug-12,0,2,0,0,1,5,1
Theminxter,5,auckland,Aug-12,0,0,0,0,0,7,1
Doctorjanet,5,or,Aug-12,2,0,2,0,2,16,1
Aughust,4,australia,Aug-12,0,0,0,0,0,5,1
Gordon L,4,ascot,Aug-12,0,0,0,0,0,11,3
orangecat01,4,finland,Aug-12,0,0,0,0,3,5,1
physicsmom04,5,united kingdom,Aug-12,0,0,0,0,3,9,1
New2Langkawi2,4,london,Aug-12,0,0,0,0,0,6,0
Clive B,5,null,Aug-12,0,0,0,0,0,8,2
PaavoTapani,4,united kingdom,Aug-12,0,0,0,0,4,9,2
Binman62,2,null,Aug-12,0,0,0,0,4,8,0
Well_travelledmum_12,5,ireland,Aug-12,0,0,0,0,0,3,0
Chucky111,4,france,Aug-12,0,0,0,0,0,5,1
Andrew W,5,united kingdom,Aug-12,0,0,0,0,3,6,0
lovetotravelhk,3,australia,Jul-12,0,0,0,0,1,7,0
DCM_Dublin,5,brisbane,Jul-12,0,2,0,0,4,18,1
Jim P,3,china,Jul-12,1,0,0,0,2,6,0
Bennyboyblue,4,malaysia,Jul-12,0,0,0,0,1,4,0
Leesa2009,4,montreal,Jul-12,0,0,0,0,0,7,2
dimitri40,5,singapore,Jul-12,0,0,0,0,0,4,1
JKWD,3,null,Jul-12,1,-1,0,-1,2,7,-1
euniceyew,3,washington,Jul-12,1,0,0,0,0,5,1
Spacca P,5,indonesia,Jul-12,0,0,0,0,0,3,2
thetravelmaster1,4,australia,Jul-12,0,0,0,2,0,4,0
CDinBKK,1,sydney,Jul-12,-6,-2,-2,0,0,-1,0
papat,3,virginia,Jul-12,4,0,0,0,4,10,1
saut,4,australia,Jul-12,0,0,2,0,2,12,3
anndenMelbourne,4,australia,Jul-12,0,0,0,0,0,1,3
anonabc,4,singapore,Jul-12,0,0,0,0,2,3,1
Jianyuan,5,japan,Jul-12,3,2,0,0,0,11,1
David G,2,perth,Jul-12,0,0,0,0,0,4,1
Ashley H,4,australia,Jul-12,0,0,0,0,3,7,1
Izaura A,3,new delhi,Jul-12,0,0,0,0,2,7,1
Zoglets,4,istanbul,Jul-12,3,3,0,0,5,14,1
citybails,5,ok,Jul-12,0,0,0,1,0,5,0
Elizabeth H,3,japan,Jul-12,0,0,0,0,3,8,0
REVENUEMANAGER,5,australia,Jul-12,0,0,0,0,0,11,3
Feyza T,5,canterbury,Jul-12,0,0,0,0,0,3,1
Zach D,5,australia,Jul-12,0,0,0,0,3,8,3
bevmark,5,arizona,Jul-12,0,0,0,0,0,9,1
KerryGarry,5,philippines,Jul-12,0,0,0,0,0,6,1
Liz B,5,china,Jul-12,2,0,0,0,2,8,0
lnewson20,5,australia,Jul-12,0,0,0,0,0,6,1
Magentatravel,4,florida,Jul-12,0,0,0,0,0,4,1
Jaeden2012,3,sweden,Jul-12,0,0,0,0,2,7,1
minov,5,australia,Jul-12,0,0,0,0,5,8,5
Lapidus,4,oregon,Jul-12,0,0,0,0,0,12,1
Macloo,4,london,Jul-12,3,0,0,0,4,17,0
nisse_persson,5,norway,Jul-12,0,0,0,0,0,9,1
Ozwithkids99,4,null,Jul-12,0,0,0,0,0,4,3
Justin L,5,australia,Jul-12,0,0,2,0,3,10,1
Susie B,4,london,Jul-12,0,2,0,0,3,9,2
Trvlbdy,5,wellington,Jul-12,0,4,0,0,4,11,0
Seabird21,5,australia,Jul-12,0,0,0,0,4,8,0
Nathan_MEL_78,4,united kingdom,Jul-12,0,0,0,0,3,5,3
wurlycurly,2,north west victoria,Jun-12,0,0,0,0,3,3,1
Gaylene S,5,florida,Jun-12,0,0,0,0,0,9,0
tripanxiety,4,mi,Jun-12,0,0,0,0,3,8,0
johntyandcarol,5,singapore,Jun-12,3,0,0,0,3,6,1
nyah_mob,2,new jersey,Jun-12,0,0,0,0,0,4,1
johnmc82,4,sin,Jun-12,0,0,0,0,0,6,1
Patmum,5,australia,Jun-12,0,0,0,0,3,9,1
Makaner,4,australia,Jun-12,0,2,1,0,2,7,2
EWR-NJ-traveler,5,worcestershire,Jun-12,0,0,0,0,0,6,1
Paul H,3,california,Jun-12,0,0,0,0,4,13,3
saskiacromwell,4,australia,Jun-12,0,0,2,0,5,10,1
Rod W,5,united kingdom,Jun-12,0,3,0,0,5,14,1
Jen C,5,scotland,Jun-12,0,0,0,0,3,7,1
AussieNarelle,4,australia,Jun-12,0,0,0,0,0,3,1
andrew f,2,singapore,Jun-12,0,0,0,0,0,2,0
DeeJay_9413,5,phils,Jun-12,2,0,0,0,5,12,0
pootle27,4,new zealand,Jun-12,2,0,0,0,6,10,1
carmofoz,4,sydney,Jun-12,0,0,0,6,7,14,2
philips_ong_82,5,california,Jun-12,0,1,0,0,0,20,1
iTraveltheW0rld,4,scotland,Jun-12,0,0,0,0,3,10,3
RND1985,5,dubai,Jun-12,0,0,0,0,10,14,1
ECK1,5,null,Jun-12,0,0,0,0,6,10,2
KhimLee,4,china,Jun-12,0,0,0,0,0,4,1
Ammr1944,5,australia,Jun-12,0,3,0,0,0,3,0
Claire_Cooke,5,north carolina,Jun-12,0,0,0,0,3,7,1
numeros3,4,australia,Jun-12,0,0,0,0,3,12,1
ThrillingMe,4,united kingdom,Jun-12,0,0,0,0,0,7,0
carlos_yogya,4,australia,Jun-12,0,1,0,0,1,8,-1
Kat0425,5,united kingdom,Jun-12,0,0,0,0,0,6,2
stuartSydney,4,united kingdom,Jun-12,1,0,0,0,4,14,1
SirElDoctore,4,australia,Jun-12,0,0,0,0,2,6,-1
mobogo,4,australia,Jun-12,6,0,0,0,0,12,1
JenniferMary46,5,queensland,Jun-12,0,0,0,0,0,4,1
Prufreck,5,null,Jun-12,0,0,0,0,3,7,1
Robert H,5,new zealand,Jun-12,0,0,0,3,0,4,1
welldone99,5,ca,Jun-12,1,0,0,1,0,8,1
kyanna,5,new zealand,Jun-12,0,0,0,0,0,4,2
Daveyd01,4,australia,Jun-12,0,1,0,0,0,11,1
Pandie,5,hawaii,Jun-12,0,0,0,0,0,6,1
JHFIII,4,united kingdom,Jun-12,0,0,0,-1,0,4,1
Jessica_nz2,4,brisbane,May-12,0,0,0,0,1,14,1
Sawnbay,4,united kingdom,May-12,0,0,0,0,1,4,1
KohalaGal,5,null,May-12,0,0,0,0,3,6,1
MCMember,4,null,May-12,0,0,0,0,3,9,1
kiwibrent1968,5,texas,May-12,4,0,0,0,5,11,1
ninkin21,4,australia,May-12,3,0,0,0,3,8,2
Travelyu,1,sydney,May-12,0,0,0,0,0,3,0
HappyTravel0504,4,australia,May-12,0,0,0,0,0,4,1
DanielDP,4,united kingdom,May-12,0,3,0,0,3,6,0
Craig S,5,australia,May-12,0,0,0,1,4,14,0
Konrad J,2,nsw,May-12,0,0,0,0,0,3,0
LisaaC59,5,australia,May-12,7,0,0,0,0,13,1
mdodd1985,1,australia,May-12,0,0,0,0,3,8,1
Chris C,1,bunbury,May-12,0,0,0,0,0,4,2
Mark E,4,australia,May-12,4,0,0,0,0,9,1
kevinyhli,2,texas,May-12,0,0,0,0,1,4,-1
LesS_10,5,new zealand,May-12,0,3,0,0,3,7,1
harrybBunbury,4,united kingdom,May-12,0,0,0,-1,2,1,0
elbarto99,4,south australia,May-12,0,0,0,0,3,4,1
jws_7,5,philippines,May-12,0,0,0,0,0,5,1
gntbt,4,australia,May-12,3,0,0,0,0,8,1
benmychree,5,virginia,May-12,0,0,0,0,0,9,1
virgo05,5,australia,May-12,1,1,0,1,3,13,2
asensiblechic,5,ca,May-12,0,0,0,0,0,6,1
Ellemay,4,null,May-12,0,0,0,0,0,2,2
TTJanes,4,texas,May-12,0,0,3,0,4,12,3
poptartlr,5,new york,May-12,0,0,0,0,4,11,1
scottydoesntkno,5,australia,May-12,0,0,0,0,1,8,1
Ruuli,4,perth australia,May-12,2,0,0,0,3,7,5
Mi-Dan20,2,nova scotia,Apr-12,0,0,0,0,2,5,2
Jaynyc2,5,australia,Apr-12,0,0,0,0,0,13,3
ozzyprice,5,australia,Apr-12,1,0,0,0,5,10,3
susanPerthAustralia,5,australia,Apr-12,0,0,0,0,2,11,0
heeto,5,united kingdom,Apr-12,0,0,0,0,2,5,0
Davwend,5,usa,Apr-12,5,0,0,0,5,13,1
Treeee,4,london,Apr-12,0,0,0,0,1,5,1
Beachside3,5,australia,Apr-12,0,0,0,0,7,14,1
TonyRobotham,3,toronto,Apr-12,0,0,0,0,0,-4,-1
_Mundo_Traveler_11,4,burpengary,Apr-12,5,0,5,0,5,9,1
JMFTravels,3,fujian,Apr-12,0,0,0,0,0,9,1
ozzytr,4,newcastle,Apr-12,0,0,0,0,3,7,1
Sarah S,5,sydney,Apr-12,0,0,0,0,0,8,1
Annie_bogan,3,canberra,Apr-12,0,0,0,0,0,3,-3
James N,1,texas,Apr-12,0,0,0,0,0,4,0
NewcastleMarilyn,5,australia,Apr-12,0,0,0,0,0,5,0
sniga,5,england,Apr-12,2,2,2,0,4,8,0
Dawn P,4,perth,Apr-12,0,0,0,0,3,9,1
Travelinpalladin,3,barrindp,Apr-12,0,0,0,0,0,-1,1
FrequentTravelAussie,4,melbourne,Apr-12,-2,0,0,0,1,0,1
h0d,5,australia,Apr-12,0,0,0,0,0,4,1
Dianne M,5,denver,Apr-12,0,0,0,0,2,6,0
barrindp,5,australia,Apr-12,0,0,0,0,6,11,1
Lawyer/Exporter,5,new zealand,Apr-12,0,0,0,0,0,7,1
aero_dude,5,victoria,Apr-12,0,0,0,0,2,6,2
HappyCamperDenver,5,united kingdom,Apr-12,0,0,1,0,0,7,0
Julee14,5,ireland,Apr-12,0,0,0,0,5,11,1
GoldBelly,5,australia,Apr-12,0,0,0,0,0,5,1
Amy M,5,marina del rey,Apr-12,0,0,0,0,2,13,1
R L,5,new york,Apr-12,0,0,0,0,0,8,1
LesleyCurry,5,australia,Apr-12,0,0,0,0,3,10,2
Brett G,5,united arab emirates,Apr-12,0,0,0,0,0,5,1
goddess-diva,5,southampton,Apr-12,1,0,0,0,1,7,1
seasonless,5,queensland,Apr-12,0,0,0,0,0,8,0
Jellybaby88,4,canada,Apr-12,0,0,0,0,0,5,1
ZRH8000,5,united kingdom,Apr-12,0,0,0,0,0,0,1
bojangles381,5,hong kong,Apr-12,0,0,0,0,1,4,2
Christine C,5,england,Apr-12,0,0,0,0,0,12,1
tbwc,5,united kingdom,Apr-12,0,0,0,0,3,12,3
clairelybelgian,5,united kingdom,Apr-12,0,0,3,0,3,11,1
TPHK,3,united kingdom,Apr-12,0,0,0,0,3,8,1
jeaneypeaney,5,western australia,Apr-12,0,0,0,0,0,3,3
wildfleur74,4,perth,Mar-12,0,0,0,0,6,10,1
HappyOzDayz,5,australia,Mar-12,0,0,0,0,0,7,2
diandcas,5,australia,Mar-12,0,0,0,0,0,6,1
ghtraveller,4,california,Mar-12,0,0,0,0,0,6,1
smudger1972,5,singapore,Mar-12,0,0,0,0,0,7,2
